0.617484	0.4293	0.524178	0.444063
0.878911	0.418906	0.434239	0.496268
0.343865	0.390382	0.426188	0.502194
0.690112	0.58432	0.502413	0.507423
0.182799	0.157506	0.575264	0.534127
0.529679	0.520054	0.532555	0.500093
0.167387	0.285876	0.492036	0.491211
0.490121	0.455592	0.438108	0.518001
0.487818	0.550991	0.42003	0.495673
0.269481	0.077908	0.408678	0.478723
0.0920733	0.30996	0.499105	0.54371
0.395465	0.70253	0.460379	0.512335
0.810679	0.612043	0.436792	0.531348
0.469856	0.592822	0.520444	0.548021
0.505408	0.383242	0.639768	0.492354
0.829491	0.694651	0.476347	0.547506
0.612362	0.313264	0.423694	0.519089
0.174218	0.347421	0.489034	0.479934
0.947166	0.387209	0.636475	0.505317
0.370745	0.847032	0.424427	0.520946
0.691623	0.504119	0.377235	0.501932
0.821729	0.393563	0.646979	0.542011
0.0946531	0.959203	0.288206	0.543644
0.0987039	0.167243	0.573644	0.482939
0.71642	0.15155	0.45505	0.486664
0.722189	0.86413	0.352807	0.492761
0.9094	0.839732	0.465247	0.507179
0.629308	0.396179	0.468272	0.477531
0.920646	0.641541	0.405104	0.563273
0.63486	0.285103	0.571756	0.522615
0.102104	0.908405	0.66664	0.554636
0.418726	0.681835	0.476011	0.509522
0.418106	0.407047	0.582084	0.511964
0.68973	0.444745	0.44678	0.508754
0.138624	0.766518	0.540833	0.519229
0.613081	0.47161	0.516556	0.454445
0.442733	0.637724	0.432528	0.505293
0.336773	0.313629	0.610775	0.472704
0.612568	0.106538	0.484114	0.543785
0.0186806	0.565776	0.438627	0.43714
0.28723	0.201824	0.565459	0.48414
0.456634	0.833473	0.657879	0.501355
0.252251	0.491144	0.582094	0.543815
0.647983	0.343032	0.534442	0.465288
0.349877	0.166775	0.449786	0.454336
0.873124	0.124087	0.524526	0.461299
0.320458	0.949517	0.517836	0.461628
0.216154	0.536957	0.575619	0.517319
0.735923	0.500676	0.470922	0.485092
0.650838	0.502969	0.543086	0.44699
0.319862	0.45101	0.469833	0.539713
0.345463	0.285395	0.555783	0.497063
0.676515	0.793588	0.476741	0.522709
