0.639773	-2.04329	-1.02932	-0.0271132
-5.70178	0.133513	0.45619	0.232769
0.530382	4.04861	-0.813376	0.432835
-4.42745	0.330044	-2.05812	2.75415
-7.6023	0.835995	1.18417	1.50471
1.89741	-2.28385	-1.53959	0.271572
-0.131815	0.928221	5.84333	0.548083
0.253729	0.189509	-0.137564	-0.103882
-1.74807	4.4415	11.8362	-0.179501
0.30175	1.84904	0.238448	-2.53536
1.48803	-3.90361	-0.431415	0.21005
0.447031	0.0995782	-2.4012	-1.14368
-0.116082	0.780557	-34.4007	0.990613
-21.9534	19.0953	-0.213469	-1.48637
136.79	-0.258065	0.177038	-0.373818
-0.25478	-0.283094	-0.0850942	-1.11467
0.817025	-0.81251	-0.961773	-1.21351
0.0692639	-2.40681	-6.88738	0.228695
-0.340467	-0.54556	0.292288	0.559845
1.72455	-2.27245	-0.944109	1.207
0.261412	-0.0356305	-2.41693	-1.27375
0.791789	0.0963337	1.29222	0.0109957
0.290229	0.433263	0.603003	15.6674
127.642	-0.505329	-5.33501	0.2845
0.457977	0.0100734	0.750447	-1.0402
3.01453	1.51733	-75.8807	0.888264
-1.14253	-1.55358	-0.129116	-0.968767
-2.28016	0.887588	-1.70478	-0.975343
1.26102	0.227393	0.812723	-0.924867
3.78685	-0.71667	-0.341394	-23.8251
0.436698	0.890947	0.657718	-3.34674
-0.163406	2.37481	-0.608642	-3.15877
2.93465	0.883992	-2.61365	-4.27014
-4.13494	-1.30291	-0.986951	-2.82868
0.079654	-0.138934	-1.07182	0.91423
-1.34426	-0.00569166	1.66986	1.53495
3.51392	-0.197513	2.761	-0.100366
0.0794721	4.00208	0.313222	-0.490393
-0.868308	1.76343	2.24979	-0.525604
0.669121	-4.43207	2.10505	0.820504
1.08331	-9.42318	-0.22259	-256.791
-2.27693	0.177284	0.156848	0.662206
-13.7418	-2.652	-1.43025	-2.34666
1.41866	-0.781307	-6.22151	0.485766
17.1155	-0.0484137	2.58263	-0.66008
-11.4228	-0.0624299	2.69767	6.40611
